0.009947;-0.000018;0.009929;0.009965;-1.000000
0.009948;-0.000017;0.009930;0.009965;-1.000000
0.009950;-0.000019;0.009931;0.009969;-1.000000
0.009955;-0.000024;0.009931;0.009978;-1.000000
0.009962;-0.000031;0.009930;0.009993;-1.000000
0.009973;-0.000043;0.009930;0.010016;-1.000000
0.009988;-0.000061;0.009927;0.010049;-1.000000
0.010011;-0.000086;0.009925;0.010098;-1.000000
0.010046;-0.000123;0.009922;0.010169;-1.000000
0.010097;-0.000177;0.009920;0.010273;-1.000000
0.010172;-0.000255;0.009917;0.010426;-1.000000
0.010282;-0.000369;0.009914;0.010651;-1.000000
0.010446;-0.000535;0.009911;0.010981;-1.000000
0.010686;-0.000779;0.009907;0.011464;-1.000000
0.011040;-0.001135;0.009905;0.012175;-1.000000
0.011557;-0.001654;0.009903;0.013211;-1.000000
0.012306;-0.002407;0.009899;0.014713;-1.000000
0.013377;-0.003485;0.009892;0.016863;-1.000000
0.014884;-0.005006;0.009878;0.019890;-1.000000
0.016938;-0.007097;0.009841;0.024035;-1.000000
0.019621;-0.009861;0.009759;0.029482;-1.000000
0.022912;-0.013310;0.009602;0.036222;-1.000000
0.026591;-0.017272;0.009319;0.043862;-1.000000
0.030222;-0.021342;0.008880;0.051564;-1.000000
0.033268;-0.024968;0.008300;0.058237;-1.000000
0.035297;-0.027655;0.007641;0.062952;-1.000000
0.036147;-0.029147;0.007000;0.065295;-1.000000
0.035970;-0.029504;0.006466;0.065474;-1.000000
0.035110;-0.029023;0.006087;0.064134;-1.000000
0.033932;-0.028069;0.005863;0.062001;-1.000000
0.032704;-0.026947;0.005757;0.059652;-1.000000
0.031580;-0.025856;0.005724;0.057436;-1.000000
0.030635;-0.024900;0.005735;0.055535;-1.000000
0.029897;-0.024128;0.005769;0.054024;-1.000000
0.029363;-0.023550;0.005813;0.052912;-1.000000
0.029005;-0.023152;0.005852;0.052157;-1.000000
0.028775;-0.022899;0.005876;0.051674;-1.000000
0.028618;-0.022739;0.005880;0.051357;-1.000000
0.028487;-0.022620;0.005868;0.051107;-1.000000
0.028361;-0.022506;0.005855;0.050868;-1.000000
0.028260;-0.022399;0.005860;0.050659;-1.000000
0.028232;-0.022343;0.005889;0.050574;-1.000000
0.028334;-0.022390;0.005944;0.050724;-1.000000
0.028645;-0.022605;0.006040;0.051251;-1.000000
0.029251;-0.023073;0.006178;0.052323;-1.000000
0.030175;-0.023851;0.006324;0.054025;-1.000000
0.031295;-0.024906;0.006390;0.056201;-1.000000
0.032283;-0.026006;0.006277;0.058290;-1.000000
0.032815;-0.026775;0.006040;0.059589;-1.000000
0.032880;-0.027043;0.005836;0.059923;-1.000000
0.032667;-0.026956;0.005712;0.059623;-1.000000
0.032287;-0.026663;0.005624;0.058949;-1.000000
0.031772;-0.026227;0.005545;0.057999;-1.000000
0.031136;-0.025672;0.005464;0.056808;-1.000000
0.030405;-0.025012;0.005393;0.055416;-1.000000
0.029612;-0.024280;0.005333;0.053892;-1.000000
0.028820;-0.023513;0.005307;0.052333;-1.000000
0.028119;-0.022792;0.005327;0.050911;-1.000000
0.027586;-0.022197;0.005388;0.049783;-1.000000
0.027269;-0.021790;0.005478;0.049059;-1.000000
0.027197;-0.021605;0.005591;0.048802;-1.000000
0.027407;-0.021675;0.005732;0.049082;-1.000000
0.027923;-0.022041;0.005882;0.049964;-1.000000
0.028690;-0.022695;0.005995;0.051384;-1.000000
0.029576;-0.023536;0.006040;0.053113;-1.000000
0.030417;-0.024416;0.006000;0.054833;-1.000000
0.031061;-0.025161;0.005901;0.056222;-1.000000
0.031508;-0.025690;0.005818;0.057198;-1.000000
0.031806;-0.026058;0.005747;0.057864;-1.000000
0.031905;-0.026262;0.005643;0.058168;-1.000000
0.031780;-0.026243;0.005536;0.058023;-1.000000
0.031529;-0.026043;0.005486;0.057572;-1.000000
0.031297;-0.025804;0.005493;0.057101;-1.000000
0.031092;-0.025607;0.005484;0.056699;-1.000000
0.030747;-0.025363;0.005383;0.056110;-1.000000
0.030215;-0.024919;0.005296;0.055133;-1.000000
0.029738;-0.024405;0.005333;0.054143;-1.000000
0.029427;-0.024041;0.005386;0.053468;-1.000000
0.029164;-0.023782;0.005382;0.052947;-1.000000
0.028865;-0.023510;0.005356;0.052375;-1.000000
0.028576;-0.023213;0.005362;0.051789;-1.000000
0.028405;-0.022983;0.005422;0.051389;-1.000000
0.028397;-0.022906;0.005491;0.051303;-1.000000
0.028499;-0.022962;0.005537;0.051461;-1.000000
0.028656;-0.023094;0.005562;0.051749;-1.000000
0.028846;-0.023267;0.005579;0.052113;-1.000000
0.029075;-0.023473;0.005602;0.052548;-1.000000
0.029377;-0.023732;0.005645;0.053108;-1.000000
0.029809;-0.024092;0.005718;0.053901;-1.000000
0.030342;-0.024583;0.005759;0.054925;-1.000000
0.030872;-0.025116;0.005756;0.055987;-1.000000
0.031336;-0.025612;0.005724;0.056949;-1.000000
0.031609;-0.025995;0.005614;0.057604;-1.000000
0.031542;-0.026096;0.005446;0.057638;-1.000000
0.031192;-0.025869;0.005323;0.057062;-1.000000
0.030751;-0.025467;0.005284;0.056218;-1.000000
0.030346;-0.025056;0.005290;0.055402;-1.000000
0.029987;-0.024691;0.005296;0.054677;-1.000000
0.029658;-0.024357;0.005302;0.054015;-1.000000
0.029394;-0.024065;0.005329;0.053459;-1.000000
