0.009947;-0.000018;1.000000
0.009950;-0.000022;0.999818
0.009956;-0.000031;0.999550
0.009968;-0.000047;0.999168
0.009989;-0.000074;0.998560
0.010025;-0.000120;0.997539
0.010085;-0.000196;0.995957
0.010183;-0.000319;0.993381
0.010341;-0.000518;0.989293
0.010595;-0.000838;0.982712
0.011005;-0.001350;0.972347
0.011658;-0.002165;0.956187
0.012691;-0.003442;0.931643
0.014299;-0.005403;0.896196
0.016732;-0.008300;0.849442
0.020241;-0.012319;0.798269
0.024907;-0.017327;0.763824
0.030336;-0.022610;0.778494
0.035470;-0.026958;0.857534
0.039021;-0.029327;0.976326
0.040258;-0.029443;1.088977
0.039351;-0.027816;1.161509
0.037087;-0.025296;1.187178
0.034340;-0.022641;1.177921
0.031747;-0.020316;1.150976
0.029628;-0.018504;1.120067
0.028049;-0.017198;1.092719
0.026951;-0.016317;1.070788
0.026238;-0.015773;1.053897
0.025828;-0.015486;1.041535
0.025631;-0.015355;1.034800
0.025567;-0.015402;1.023763
0.025755;-0.015801;1.002517
0.026429;-0.016825;0.967275
0.027888;-0.018696;0.925862
0.030247;-0.021404;0.890735
0.033329;-0.024437;0.895669
0.036243;-0.026740;0.957197
0.037917;-0.027684;1.030470
0.038216;-0.027460;1.083165
0.037503;-0.026346;1.123487
0.035973;-0.024511;1.154055
0.033785;-0.022106;1.175881
0.031106;-0.019363;1.182421
0.028255;-0.016647;1.168781
0.025636;-0.014331;1.138316
0.023568;-0.012642;1.100162
0.022212;-0.011708;1.057740
0.021678;-0.011597;1.015317
0.021994;-0.012376;0.968681
0.023283;-0.014110;0.923969
0.025518;-0.016668;0.891447
0.028428;-0.019630;0.886293
0.031474;-0.022466;0.907328
0.034115;-0.024598;0.958469
0.035722;-0.025490;1.030398
0.035919;-0.025093;1.090137
0.034996;-0.023849;1.122398
0.033458;-0.022193;1.134279
0.031667;-0.020381;1.136464
0.029782;-0.018542;1.131694
0.027948;-0.016856;1.116900
0.026385;-0.015557;1.090332
0.025326;-0.014824;1.057538
0.024917;-0.014776;1.021340
0.025222;-0.015395;0.989710
0.026144;-0.016465;0.974777
0.027329;-0.017555;0.984405
0.028294;-0.018275;1.009000
0.028797;-0.018610;1.025912
0.029030;-0.018833;1.026852
0.029293;-0.019191;1.017365
0.029775;-0.019796;1.005083
0.030529;-0.020654;0.994502
0.031501;-0.021624;0.994802
0.032446;-0.022359;1.015894
0.032946;-0.022582;1.043730
0.032934;-0.022427;1.058081
0.032672;-0.022116;1.063026
0.032288;-0.021592;1.077129
0.031549;-0.020596;1.102997
0.030258;-0.019121;1.121441
0.028595;-0.017458;1.121467
0.026924;-0.015943;1.105733
0.025543;-0.014798;1.081995
0.024607;-0.014124;1.055695
0.024171;-0.013948;1.029599
0.024255;-0.014328;0.999768
0.024980;-0.015454;0.959523
0.026583;-0.017473;0.917580
0.029069;-0.020187;0.894683
0.032003;-0.022922;0.914750
0.034500;-0.024860;0.971000
0.035890;-0.025580;1.038259
0.035963;-0.025054;1.098505
0.034885;-0.023664;1.129848
0.033225;-0.021959;1.134385
0.031462;-0.020245;1.129452
0.029741;-0.018635;1.118281
0.028207;-0.017292;1.099098
0.027031;-0.016387;1.071856
0.026390;-0.016083;1.038011
0.026421;-0.016449;1.004366
0.027125;-0.017411;0.978381
0.028346;-0.018726;0.968816
0.029744;-0.020027;0.978607
0.030943;-0.021003;1.001063
0.031722;-0.021573;1.022131
0.032130;-0.021847;1.035549
0.032283;-0.021849;1.050739
0.032106;-0.021460;1.072003
0.031504;-0.020742;1.083659
0.030696;-0.019979;1.079193
0.029987;-0.019410;1.065110
0.029549;-0.019148;1.047433
0.029457;-0.019211;1.031855
0.029661;-0.019498;1.023452
0.030012;-0.019832;1.025235
0.030310;-0.020043;1.033976
0.030440;-0.020109;1.040362
0.030468;-0.020146;1.039477
0.030534;-0.020254;1.035239
0.030682;-0.020412;1.034281
0.030841;-0.020530;1.038441
0.030910;-0.020544;1.043948
0.030879;-0.020500;1.045213
0.030834;-0.020474;1.043294
0.030826;-0.020455;1.044414
0.030769;-0.020301;1.054204
0.030488;-0.019896;1.066637
0.029966;-0.019344;1.069542
0.029396;-0.018831;1.063951
0.028938;-0.018470;1.054160
0.028667;-0.018313;1.042752
0.028626;-0.018402;1.029630
0.028859;-0.018790;1.014068
0.029423;-0.019505;0.998841
0.030307;-0.020479;0.989848
0.031376;-0.021522;0.992491
0.032387;-0.022353;1.010565
0.033019;-0.022682;1.041018
0.033042;-0.022394;1.072248
0.032442;-0.021554;1.096397
0.031365;-0.020378;1.106363
0.030098;-0.019175;1.099955
0.028955;-0.018203;1.082734
0.028139;-0.017597;1.061611
0.027722;-0.017384;1.041148
0.027702;-0.017547;1.022697
0.028048;-0.018041;1.007768
0.028697;-0.018791;0.997615
0.029563;-0.019720;0.991357
0.030582;-0.020771;0.988172
0.031688;-0.021804;0.995424
0.032629;-0.022471;1.023057
0.032984;-0.022440;1.061796
0.032589;-0.021828;1.083550
0.031816;-0.021058;1.083226
0.031061;-0.020381;1.075488
0.030432;-0.019808;1.069781
0.029881;-0.019283;1.067244
0.029359;-0.018795;1.063770
0.028904;-0.018434;1.054379
0.028640;-0.018306;1.040697
0.028648;-0.018450;1.027064
0.028927;-0.018819;1.017872
0.029385;-0.019302;1.015451
0.029886;-0.019754;1.020343
0.030288;-0.020071;1.028894
0.030536;-0.020277;1.033146
0.030732;-0.020479;1.032509
0.030949;-0.020668;1.035410
0.031088;-0.020698;1.046327
0.031005;-0.020542;1.053696
0.030799;-0.020356;1.051595
0.030649;-0.020282;1.043959
0.030651;-0.020335;1.038928
0.030728;-0.020347;1.045352
0.030635;-0.020106;1.060341
0.030240;-0.019622;1.069267
0.029680;-0.019070;1.068451
0.029142;-0.018622;1.059309
0.028798;-0.018444;1.042642
0.028792;-0.018608;1.025669
0.029116;-0.019029;1.015894
0.029621;-0.019555;1.013722
0.030181;-0.020119;1.013339
0.030768;-0.020690;1.014979
0.031324;-0.021147;1.024893
0.031669;-0.021313;1.042819
0.031648;-0.021106;1.061587
0.031262;-0.020608;1.072831
0.030663;-0.019982;1.075503
0.030010;-0.019385;1.069920
0.029473;-0.018981;1.056646
0.029204;-0.018873;1.040379
0.029249;-0.019035;1.028611
0.029510;-0.019332;1.025033
0.029833;-0.019637;1.026825
0.030125;-0.019896;1.030215
