0.009947;-0.000018;1.000000;0.000000
0.009947;0.000000;1.000022;-0.000000
0.009948;-0.000000;1.000034;-0.000000
0.009948;-0.000001;1.000030;-0.000000
0.009949;-0.000002;1.000008;-0.000000
0.009950;-0.000004;0.999964;-0.000000
0.009952;-0.000006;0.999895;-0.000000
0.009953;-0.000008;0.999799;-0.000000
0.009955;-0.000011;0.999674;-0.000000
0.009958;-0.000015;0.999541;-0.000000
0.009961;-0.000019;0.999457;-0.000000
0.009965;-0.000024;0.999372;-0.000000
0.009971;-0.000031;0.999263;-0.000000
0.009977;-0.000039;0.999109;-0.000000
0.009984;-0.000048;0.998893;-0.000000
0.009994;-0.000060;0.998697;-0.000000
0.010006;-0.000073;0.998532;-0.000000
0.010020;-0.000090;0.998310;-0.000000
0.010037;-0.000110;0.997978;-0.000000
0.010060;-0.000135;0.997755;-0.000000
0.010087;-0.000165;0.997464;-0.000000
0.010120;-0.000201;0.997122;-0.000000
0.010162;-0.000246;0.996817;-0.000000
0.010212;-0.000301;0.996421;-0.000000
0.010275;-0.000367;0.996043;-0.000000
0.010353;-0.000449;0.995713;-0.000000
0.010448;-0.000549;0.995103;-0.000000
0.010565;-0.000672;0.994598;-0.000000
0.010710;-0.000821;0.994153;-0.000000
0.010890;-0.001005;0.993713;-0.000000
0.011110;-0.001230;0.993210;-0.000000
0.011379;-0.001506;0.992552;-0.000000
0.011712;-0.001842;0.992280;-0.000000
0.012118;-0.002253;0.991787;-0.000000
0.012616;-0.002753;0.991529;-0.000000
0.013221;-0.003360;0.991307;-0.000000
0.013953;-0.004095;0.991017;-0.000000
0.014831;-0.004978;0.990530;-0.000000
0.015874;-0.006032;0.989401;-0.000000
0.017106;-0.007276;0.988149;-0.000000
0.018540;-0.008729;0.986364;-0.000000
0.020182;-0.010399;0.983514;-0.000000
0.022022;-0.012283;0.979026;-0.000000
0.024036;-0.014358;0.972926;-0.000000
0.026171;-0.016580;0.964128;-0.000000
0.028356;-0.018880;0.952708;-0.000000
0.030498;-0.021168;0.937997;-0.000000
0.032496;-0.023342;0.920289;-0.000000
0.034250;-0.025301;0.899630;-0.000000
0.035680;-0.026956;0.876999;-0.000000
0.036731;-0.028242;0.853418;-0.000000
0.037381;-0.029126;0.829884;-0.000000
0.037642;-0.029609;0.807494;-0.000000
0.037552;-0.029721;0.787181;-0.000000
0.037172;-0.029516;0.769655;-0.000000
0.036573;-0.029059;0.755392;-0.000000
0.035825;-0.028421;0.744341;-0.000000
0.034995;-0.027671;0.736360;-0.000000
0.034136;-0.026865;0.730948;-0.000000
0.033288;-0.026051;0.727563;-0.000000
0.032482;-0.025263;0.725758;-0.000000
0.031736;-0.024524;0.725048;-0.000000
0.031059;-0.023847;0.725053;-0.000000
0.030453;-0.023237;0.725468;-0.000000
0.029919;-0.022695;0.726219;-0.000000
0.029453;-0.022221;0.727071;-0.000000
0.029052;-0.021811;0.727998;-0.000000
0.028711;-0.021461;0.728885;-0.000000
0.028423;-0.021164;0.729769;-0.000000
0.028183;-0.020917;0.730540;-0.000000
0.027985;-0.020712;0.731220;-0.000000
0.027823;-0.020543;0.731799;-0.000000
0.027691;-0.020407;0.732267;-0.000000
0.027585;-0.020297;0.732649;-0.000000
0.027499;-0.020209;0.732919;-0.000000
0.027429;-0.020138;0.733043;-0.000000
0.027368;-0.020076;0.733074;-0.000000
0.027314;-0.020022;0.733089;-0.000000
0.027273;-0.019978;0.733320;-0.000000
0.027253;-0.019953;0.733859;-0.000000
0.027269;-0.019957;0.734999;-0.000000
0.027339;-0.020009;0.736882;-0.000000
0.027484;-0.020126;0.739760;-0.000000
0.027728;-0.020330;0.743774;-0.000000
0.028090;-0.020642;0.748726;-0.000000
0.028583;-0.021078;0.754479;-0.000000
0.029211;-0.021647;0.760424;-0.000000
0.029973;-0.022355;0.765871;-0.000000
0.030837;-0.023184;0.769363;-0.000000
0.031747;-0.024090;0.769735;-0.000000
0.032629;-0.025009;0.766025;-0.000000
0.033406;-0.025858;0.758803;-0.000000
0.034016;-0.026561;0.749441;-0.000000
0.034430;-0.027072;0.739695;-0.000000
0.034655;-0.027387;0.730674;-0.000000
0.034712;-0.027522;0.722851;-0.000000
0.034628;-0.027505;0.716096;-0.000000
0.034426;-0.027361;0.710200;-0.000000
0.034119;-0.027109;0.704722;-0.000000
0.033717;-0.026760;0.699342;-0.000000
0.033226;-0.026322;0.694012;-0.000000
0.032656;-0.025806;0.688712;-0.000000
0.032021;-0.025219;0.683727;-0.000000
0.031335;-0.024579;0.679237;-0.000000
0.030617;-0.023898;0.675467;-0.000000
0.029885;-0.023195;0.672562;-0.000000
0.029155;-0.022484;0.670593;-0.000000
0.028444;-0.021783;0.669559;-0.000000
0.027767;-0.021108;0.669457;-0.000000
0.027141;-0.020473;0.670348;-0.000000
0.026583;-0.019896;0.672268;-0.000000
0.026107;-0.019391;0.675164;-0.000000
0.025725;-0.018970;0.679094;-0.000000
0.025451;-0.018648;0.683881;-0.000000
0.025293;-0.018434;0.689456;-0.000000
0.025262;-0.018342;0.695697;-0.000000
0.025367;-0.018380;0.702418;-0.000000
0.025606;-0.018552;0.709122;-0.000000
0.025977;-0.018859;0.715531;-0.000000
0.026469;-0.019295;0.721183;-0.000000
0.027070;-0.019848;0.725950;-0.000000
0.027758;-0.020501;0.729553;-0.000000
0.028512;-0.021232;0.731803;-0.000000
0.029295;-0.022014;0.731951;-0.000000
0.030067;-0.022805;0.730081;-0.000000
0.030786;-0.023562;0.726152;-0.000000
0.031417;-0.024245;0.720996;-0.000000
0.031944;-0.024827;0.715473;-0.000000
0.032364;-0.025300;0.710152;-0.000000
0.032673;-0.025664;0.704663;-0.000000
0.032863;-0.025913;0.698678;-0.000000
0.032926;-0.026041;0.692227;-0.000000
0.032866;-0.026043;0.685938;-0.000000
0.032704;-0.025932;0.680786;-0.000000
0.032474;-0.025736;0.677430;-0.000000
0.032219;-0.025494;0.676067;-0.000000
0.031978;-0.025249;0.676449;-0.000000
0.031770;-0.025029;0.677679;-0.000000
0.031599;-0.024845;0.678973;-0.000000
0.031449;-0.024692;0.679281;-0.000000
0.031293;-0.024549;0.678035;-0.000000
0.031107;-0.024387;0.675541;-0.000000
0.030874;-0.024184;0.672604;-0.000000
0.030599;-0.023933;0.670099;-0.000000
0.030295;-0.023648;0.668321;-0.000000
0.029976;-0.023341;0.667104;-0.000000
0.029652;-0.023024;0.666412;-0.000000
0.029331;-0.022706;0.666050;-0.000000
0.029019;-0.022395;0.665933;-0.000000
0.028723;-0.022096;0.666268;-0.000000
0.028451;-0.021816;0.667046;-0.000000
0.028213;-0.021565;0.668379;-0.000000
0.028020;-0.021352;0.670278;-0.000000
0.027880;-0.021190;0.672589;-0.000000
0.027798;-0.021084;0.674953;-0.000000
0.027766;-0.021032;0.676900;-0.000000
0.027765;-0.021023;0.677847;-0.000000
0.027773;-0.021032;0.677681;-0.000000
0.027766;-0.021038;0.676446;-0.000000
0.027732;-0.021021;0.674716;-0.000000
0.027673;-0.020975;0.673285;-0.000000
0.027604;-0.020911;0.672847;-0.000000
0.027553;-0.020850;0.673821;-0.000000
0.027548;-0.020820;0.676385;-0.000000
0.027616;-0.020849;0.680260;-0.000000
0.027772;-0.020959;0.684898;-0.000000
0.028018;-0.021159;0.689534;-0.000000
0.028346;-0.021447;0.693592;-0.000000
0.028740;-0.021809;0.696792;-0.000000
0.029184;-0.022230;0.699123;-0.000000
0.029662;-0.022692;0.700720;-0.000000
0.030160;-0.023182;0.701495;-0.000000
0.030660;-0.023684;0.701296;-0.000000
0.031139;-0.024177;0.699879;-0.000000
0.031571;-0.024636;0.697200;-0.000000
0.031929;-0.025033;0.693289;-0.000000
0.032197;-0.025345;0.688838;-0.000000
0.032363;-0.025562;0.683709;-0.000000
0.032425;-0.025676;0.678477;-0.000000
0.032386;-0.025689;0.673236;-0.000000
0.032252;-0.025604;0.668381;-0.000000
0.032041;-0.025434;0.664220;-0.000000
0.031771;-0.025196;0.660955;-0.000000
0.031462;-0.024912;0.658547;-0.000000
0.031131;-0.024597;0.656827;-0.000000
0.030791;-0.024267;0.655860;-0.000000
0.030457;-0.023935;0.655599;-0.000000
0.030140;-0.023616;0.655911;-0.000000
0.029850;-0.023318;0.656698;-0.000000
0.029593;-0.023049;0.657917;-0.000000
0.029375;-0.022816;0.659393;-0.000000
0.029198;-0.022622;0.661014;-0.000000
0.029059;-0.022468;0.662583;-0.000000
0.028959;-0.022351;0.664319;-0.000000
0.028899;-0.022272;0.666268;-0.000000
0.028883;-0.022234;0.668492;-0.000000
0.028911;-0.022239;0.670699;-0.000000
0.028980;-0.022287;0.672844;-0.000000
0.029085;-0.022373;0.674796;-0.000000
0.029220;-0.022492;0.676373;-0.000000
