-0.000000 -1.000000
-0.000000 -1.000000
-0.000000 -1.000000
-0.000000 -1.000000
-0.000000 -1.000000
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999999
-0.000000 -0.999998
-0.000000 -0.999998
-0.000000 -0.999998
-0.000000 -0.999998
-0.000000 -0.999997
-0.000000 -0.999997
-0.000000 -0.999996
-0.000000 -0.999996
-0.000000 -0.999995
-0.000000 -0.999994
-0.000000 -0.999993
-0.000000 -0.999992
-0.000000 -0.999991
-0.000000 -0.999989
-0.000000 -0.999987
-0.000000 -0.999984
-0.000000 -0.999980
-0.000000 -0.999974
-0.000000 -0.999967
-0.000000 -0.999956
-0.000000 -0.999941
-0.000000 -0.999918
-0.000000 -0.999878
-0.000000 -0.999790
-0.000000 -0.999569
-0.000000 -0.999049
-0.000000 -0.997991
-0.000000 -0.996147
-0.000000 -0.993331
-0.000000 -0.989471
-0.000000 -0.984694
-0.000000 -0.979335
-0.000000 -0.973841
-0.000000 -0.968640
-0.000000 -0.963952
-0.000000 -0.959771
-0.000000 -0.955989
-0.000000 -0.952562
-0.000000 -0.949458
-0.000000 -0.946577
-0.000000 -0.943925
-0.000000 -0.941535
-0.000000 -0.939472
-0.000000 -0.937782
-0.000000 -0.936462
-0.000000 -0.935482
-0.000000 -0.934777
-0.000000 -0.934263
-0.000000 -0.933866
-0.000000 -0.933533
-0.000000 -0.933233
-0.000000 -0.932953
-0.000000 -0.932684
-0.000000 -0.932427
-0.000000 -0.932185
-0.000000 -0.931959
-0.000000 -0.931745
-0.000000 -0.931550
-0.000000 -0.931380
-0.000000 -0.931222
-0.000000 -0.931072
-0.000000 -0.930919
-0.000000 -0.930759
-0.000000 -0.930570
-0.000000 -0.930263
-0.000000 -0.929524
-0.000000 -0.928236
-0.000000 -0.926518
-0.000000 -0.924205
-0.000000 -0.921406
-0.000000 -0.917948
-0.000000 -0.913579
-0.000000 -0.908511
-0.000000 -0.903260
-0.000000 -0.898267
-0.000000 -0.893817
-0.000000 -0.890055
-0.000000 -0.886946
-0.000000 -0.884267
-0.000000 -0.881796
-0.000000 -0.879316
-0.000000 -0.876645
-0.000000 -0.873812
